Data_Status,MSN,StateCode,Year,Data
"2023F","ABICB","OH","2020",-26
"2023F","ABICB","OH","2021",-27
"2023F","ABICB","OH","2022",-21
"2023F","ABICB","OH","2023",-19
"2023F","ABICB","OK","1960",0
"2023F","ABICB","OK","1961",0
"2023F","ABICB","OK","1962",0
"2023F","ABICB","OK","1963",0
"2023F","ABICB","OK","1964",0
"2023F","ABICB","OK","1965",0
"2023F","ABICB","OK","1966",0
"2023F","ABICB","OK","1967",0
"2023F","ABICB","OK","1968",0
"2023F","ABICB","OK","1969",0
"2023F","ABICB","OK","1970",0
"2023F","ABICB","OK","1971",0
"2023F","ABICB","OK","1972",0
"2023F","ABICB","OK","1973",0
"2023F","ABICB","OK","1974",0
"2023F","ABICB","OK","1975",0
"2023F","ABICB","OK","1976",0
"2023F","ABICB","OK","1977",0
"2023F","ABICB","OK","1978",0
"2023F","ABICB","OK","1979",0
"2023F","ABICB","OK","1980",0
"2023F","ABICB","OK","1981",169
"2023F","ABICB","OK","1982",144
"2023F","ABICB","OK","1983",20
"2023F","ABICB","OK","1984",2
"2023F","ABICB","OK","1985",101
"2023F","ABICB","OK","1986",14
"2023F","ABICB","OK","1987",1
"2023F","ABICB","OK","1988",-27
"2023F","ABICB","OK","1989",3
"2023F","ABICB","OK","1990",6
"2023F","ABICB","OK","1991",-2
"2023F","ABICB","OK","1992",4
"2023F","ABICB","OK","1993",4
"2023F","ABICB","OK","1994",162
"2023F","ABICB","OK","1995",144
"2023F","ABICB","OK","1996",187
"2023F","ABICB","OK","1997",243
"2023F","ABICB","OK","1998",109
"2023F","ABICB","OK","1999",178
"2023F","ABICB","OK","2000",110
"2023F","ABICB","OK","2001",180
"2023F","ABICB","OK","2002",215
"2023F","ABICB","OK","2003",212
"2023F","ABICB","OK","2004",303
"2023F","ABICB","OK","2005",247
"2023F","ABICB","OK","2006",19
"2023F","ABICB","OK","2007",54
"2023F","ABICB","OK","2008",3
"2023F","ABICB","OK","2009",-24
"2023F","ABICB","OK","2010",-7
"2023F","ABICB","OK","2011",0
"2023F","ABICB","OK","2012",0
"2023F","ABICB","OK","2013",-11
"2023F","ABICB","OK","2014",-4
"2023F","ABICB","OK","2015",-10
"2023F","ABICB","OK","2016",-8
"2023F","ABICB","OK","2017",-5
"2023F","ABICB","OK","2018",-43
"2023F","ABICB","OK","2019",-33
"2023F","ABICB","OK","2020",-23
"2023F","ABICB","OK","2021",-24
"2023F","ABICB","OK","2022",-19
"2023F","ABICB","OK","2023",-19
"2023F","ABICB","OR","1960",0
"2023F","ABICB","OR","1961",0
"2023F","ABICB","OR","1962",0
"2023F","ABICB","OR","1963",0
"2023F","ABICB","OR","1964",0
"2023F","ABICB","OR","1965",0
"2023F","ABICB","OR","1966",0
"2023F","ABICB","OR","1967",0
"2023F","ABICB","OR","1968",0
"2023F","ABICB","OR","1969",0
"2023F","ABICB","OR","1970",0
"2023F","ABICB","OR","1971",0
"2023F","ABICB","OR","1972",0
"2023F","ABICB","OR","1973",0
"2023F","ABICB","OR","1974",0
"2023F","ABICB","OR","1975",0
"2023F","ABICB","OR","1976",0
"2023F","ABICB","OR","1977",0
"2023F","ABICB","OR","1978",0
"2023F","ABICB","OR","1979",0
"2023F","ABICB","OR","1980",0
"2023F","ABICB","OR","1981",0
"2023F","ABICB","OR","1982",5
"2023F","ABICB","OR","1983",1
"2023F","ABICB","OR","1984",0
"2023F","ABICB","OR","1985",4
"2023F","ABICB","OR","1986",0
"2023F","ABICB","OR","1987",0
"2023F","ABICB","OR","1988",0
"2023F","ABICB","OR","1989",0
"2023F","ABICB","OR","1990",0
"2023F","ABICB","OR","1991",0
"2023F","ABICB","OR","1992",0
"2023F","ABICB","OR","1993",0
"2023F","ABICB","OR","1994",0
"2023F","ABICB","OR","1995",0
"2023F","ABICB","OR","1996",0
"2023F","ABICB","OR","1997",0
"2023F","ABICB","OR","1998",0
"2023F","ABICB","OR","1999",0
"2023F","ABICB","OR","2000",0
"2023F","ABICB","OR","2001",0
"2023F","ABICB","OR","2002",0
"2023F","ABICB","OR","2003",0
"2023F","ABICB","OR","2004",0
"2023F","ABICB","OR","2005",0
"2023F","ABICB","OR","2006",0
"2023F","ABICB","OR","2007",0
"2023F","ABICB","OR","2008",0
"2023F","ABICB","OR","2009",0
"2023F","ABICB","OR","2010",0
"2023F","ABICB","OR","2011",0
"2023F","ABICB","OR","2012",0
"2023F","ABICB","OR","2013",0
"2023F","ABICB","OR","2014",0
"2023F","ABICB","OR","2015",0
"2023F","ABICB","OR","2016",0
"2023F","ABICB","OR","2017",0
"2023F","ABICB","OR","2018",0
"2023F","ABICB","OR","2019",0
"2023F","ABICB","OR","2020",0
"2023F","ABICB","OR","2021",0
"2023F","ABICB","OR","2022",0
"2023F","ABICB","OR","2023",0
"2023F","ABICB","PA","1960",0
"2023F","ABICB","PA","1961",0
"2023F","ABICB","PA","1962",0
"2023F","ABICB","PA","1963",0
"2023F","ABICB","PA","1964",0
"2023F","ABICB","PA","1965",0
"2023F","ABICB","PA","1966",0
"2023F","ABICB","PA","1967",0
"2023F","ABICB","PA","1968",0
"2023F","ABICB","PA","1969",0
"2023F","ABICB","PA","1970",0
"2023F","ABICB","PA","1971",0
"2023F","ABICB","PA","1972",0
"2023F","ABICB","PA","1973",0
"2023F","ABICB","PA","1974",0
"2023F","ABICB","PA","1975",0
"2023F","ABICB","PA","1976",0
"2023F","ABICB","PA","1977",0
"2023F","ABICB","PA","1978",0
"2023F","ABICB","PA","1979",0
"2023F","ABICB","PA","1980",0
"2023F","ABICB","PA","1981",226
"2023F","ABICB","PA","1982",237
"2023F","ABICB","PA","1983",34
"2023F","ABICB","PA","1984",4
"2023F","ABICB","PA","1985",190
"2023F","ABICB","PA","1986",26
"2023F","ABICB","PA","1987",2
"2023F","ABICB","PA","1988",-52
"2023F","ABICB","PA","1989",5
"2023F","ABICB","PA","1990",12
"2023F","ABICB","PA","1991",-4
"2023F","ABICB","PA","1992",8
"2023F","ABICB","PA","1993",7
"2023F","ABICB","PA","1994",271
"2023F","ABICB","PA","1995",262
"2023F","ABICB","PA","1996",264
"2023F","ABICB","PA","1997",440
"2023F","ABICB","PA","1998",191
"2023F","ABICB","PA","1999",303
"2023F","ABICB","PA","2000",178
"2023F","ABICB","PA","2001",284
"2023F","ABICB","PA","2002",347
"2023F","ABICB","PA","2003",339
"2023F","ABICB","PA","2004",481
"2023F","ABICB","PA","2005",390
"2023F","ABICB","PA","2006",29
"2023F","ABICB","PA","2007",80
"2023F","ABICB","PA","2008",4
"2023F","ABICB","PA","2009",-36
"2023F","ABICB","PA","2010",-11
"2023F","ABICB","PA","2011",0
"2023F","ABICB","PA","2012",0
"2023F","ABICB","PA","2013",-13
"2023F","ABICB","PA","2014",-5
"2023F","ABICB","PA","2015",-12
"2023F","ABICB","PA","2016",-9
"2023F","ABICB","PA","2017",-6
"2023F","ABICB","PA","2018",-50
"2023F","ABICB","PA","2019",-28
"2023F","ABICB","PA","2020",-12
"2023F","ABICB","PA","2021",-13
"2023F","ABICB","PA","2022",-10
"2023F","ABICB","PA","2023",-8
"2023F","ABICB","RI","1960",0
"2023F","ABICB","RI","1961",0
"2023F","ABICB","RI","1962",0
"2023F","ABICB","RI","1963",0
"2023F","ABICB","RI","1964",0
"2023F","ABICB","RI","1965",0
"2023F","ABICB","RI","1966",0
"2023F","ABICB","RI","1967",0
"2023F","ABICB","RI","1968",0
"2023F","ABICB","RI","1969",0
"2023F","ABICB","RI","1970",0
"2023F","ABICB","RI","1971",0
"2023F","ABICB","RI","1972",0
"2023F","ABICB","RI","1973",0
"2023F","ABICB","RI","1974",0
"2023F","ABICB","RI","1975",0
"2023F","ABICB","RI","1976",0
"2023F","ABICB","RI","1977",0
"2023F","ABICB","RI","1978",0
"2023F","ABICB","RI","1979",0
"2023F","ABICB","RI","1980",0
"2023F","ABICB","RI","1981",0
"2023F","ABICB","RI","1982",0
"2023F","ABICB","RI","1983",0
"2023F","ABICB","RI","1984",0
"2023F","ABICB","RI","1985",0
"2023F","ABICB","RI","1986",0
"2023F","ABICB","RI","1987",0
"2023F","ABICB","RI","1988",0
"2023F","ABICB","RI","1989",0
"2023F","ABICB","RI","1990",0
"2023F","ABICB","RI","1991",0
"2023F","ABICB","RI","1992",0
"2023F","ABICB","RI","1993",0
"2023F","ABICB","RI","1994",0
"2023F","ABICB","RI","1995",0
"2023F","ABICB","RI","1996",0
"2023F","ABICB","RI","1997",0
"2023F","ABICB","RI","1998",0
"2023F","ABICB","RI","1999",0
"2023F","ABICB","RI","2000",0
"2023F","ABICB","RI","2001",0
"2023F","ABICB","RI","2002",0
"2023F","ABICB","RI","2003",0
"2023F","ABICB","RI","2004",0
"2023F","ABICB","RI","2005",0
"2023F","ABICB","RI","2006",0
"2023F","ABICB","RI","2007",0
"2023F","ABICB","RI","2008",0
"2023F","ABICB","RI","2009",0
"2023F","ABICB","RI","2010",0
"2023F","ABICB","RI","2011",0
"2023F","ABICB","RI","2012",0
"2023F","ABICB","RI","2013",0
"2023F","ABICB","RI","2014",0
"2023F","ABICB","RI","2015",0
"2023F","ABICB","RI","2016",0
"2023F","ABICB","RI","2017",0
"2023F","ABICB","RI","2018",0
"2023F","ABICB","RI","2019",0
"2023F","ABICB","RI","2020",0
"2023F","ABICB","RI","2021",0
"2023F","ABICB","RI","2022",0
"2023F","ABICB","RI","2023",0
"2023F","ABICB","SC","1960",0
"2023F","ABICB","SC","1961",0
"2023F","ABICB","SC","1962",0
"2023F","ABICB","SC","1963",0
"2023F","ABICB","SC","1964",0
"2023F","ABICB","SC","1965",0
"2023F","ABICB","SC","1966",0
"2023F","ABICB","SC","1967",0
"2023F","ABICB","SC","1968",0
"2023F","ABICB","SC","1969",0
"2023F","ABICB","SC","1970",0
"2023F","ABICB","SC","1971",0
"2023F","ABICB","SC","1972",0
"2023F","ABICB","SC","1973",0
"2023F","ABICB","SC","1974",0
"2023F","ABICB","SC","1975",0
"2023F","ABICB","SC","1976",0
"2023F","ABICB","SC","1977",0
"2023F","ABICB","SC","1978",0
"2023F","ABICB","SC","1979",0
"2023F","ABICB","SC","1980",0
"2023F","ABICB","SC","1981",0
"2023F","ABICB","SC","1982",0
"2023F","ABICB","SC","1983",0
"2023F","ABICB","SC","1984",0
"2023F","ABICB","SC","1985",0
"2023F","ABICB","SC","1986",0
"2023F","ABICB","SC","1987",0
"2023F","ABICB","SC","1988",0
"2023F","ABICB","SC","1989",0
"2023F","ABICB","SC","1990",0
"2023F","ABICB","SC","1991",0
"2023F","ABICB","SC","1992",0
"2023F","ABICB","SC","1993",0
"2023F","ABICB","SC","1994",0
"2023F","ABICB","SC","1995",0
"2023F","ABICB","SC","1996",0
"2023F","ABICB","SC","1997",0
"2023F","ABICB","SC","1998",0
"2023F","ABICB","SC","1999",0
"2023F","ABICB","SC","2000",0
"2023F","ABICB","SC","2001",0
"2023F","ABICB","SC","2002",0
"2023F","ABICB","SC","2003",0
"2023F","ABICB","SC","2004",0
"2023F","ABICB","SC","2005",0
"2023F","ABICB","SC","2006",0
"2023F","ABICB","SC","2007",0
"2023F","ABICB","SC","2008",0
"2023F","ABICB","SC","2009",0
"2023F","ABICB","SC","2010",0
"2023F","ABICB","SC","2011",0
"2023F","ABICB","SC","2012",0
"2023F","ABICB","SC","2013",0
"2023F","ABICB","SC","2014",0
"2023F","ABICB","SC","2015",0
"2023F","ABICB","SC","2016",0
"2023F","ABICB","SC","2017",0
"2023F","ABICB","SC","2018",0
"2023F","ABICB","SC","2019",0
"2023F","ABICB","SC","2020",0
"2023F","ABICB","SC","2021",0
"2023F","ABICB","SC","2022",0
"2023F","ABICB","SC","2023",0
"2023F","ABICB","SD","1960",0
"2023F","ABICB","SD","1961",0
"2023F","ABICB","SD","1962",0
"2023F","ABICB","SD","1963",0
"2023F","ABICB","SD","1964",0
"2023F","ABICB","SD","1965",0
"2023F","ABICB","SD","1966",0
"2023F","ABICB","SD","1967",0
"2023F","ABICB","SD","1968",0
"2023F","ABICB","SD","1969",0
"2023F","ABICB","SD","1970",0
"2023F","ABICB","SD","1971",0
"2023F","ABICB","SD","1972",0
"2023F","ABICB","SD","1973",0
"2023F","ABICB","SD","1974",0
"2023F","ABICB","SD","1975",0
"2023F","ABICB","SD","1976",0
"2023F","ABICB","SD","1977",0
"2023F","ABICB","SD","1978",0
"2023F","ABICB","SD","1979",0
"2023F","ABICB","SD","1980",0
"2023F","ABICB","SD","1981",0
"2023F","ABICB","SD","1982",0
"2023F","ABICB","SD","1983",0
"2023F","ABICB","SD","1984",0
"2023F","ABICB","SD","1985",0
"2023F","ABICB","SD","1986",0
"2023F","ABICB","SD","1987",0
"2023F","ABICB","SD","1988",0
"2023F","ABICB","SD","1989",0
"2023F","ABICB","SD","1990",0
"2023F","ABICB","SD","1991",0
"2023F","ABICB","SD","1992",0
"2023F","ABICB","SD","1993",0
"2023F","ABICB","SD","1994",0
"2023F","ABICB","SD","1995",0
"2023F","ABICB","SD","1996",0
"2023F","ABICB","SD","1997",0
"2023F","ABICB","SD","1998",0
"2023F","ABICB","SD","1999",0
"2023F","ABICB","SD","2000",0
"2023F","ABICB","SD","2001",0
"2023F","ABICB","SD","2002",0
"2023F","ABICB","SD","2003",0
"2023F","ABICB","SD","2004",0
"2023F","ABICB","SD","2005",0
"2023F","ABICB","SD","2006",0
"2023F","ABICB","SD","2007",0
"2023F","ABICB","SD","2008",0
"2023F","ABICB","SD","2009",0
"2023F","ABICB","SD","2010",0
"2023F","ABICB","SD","2011",0
"2023F","ABICB","SD","2012",0
"2023F","ABICB","SD","2013",0
"2023F","ABICB","SD","2014",0
"2023F","ABICB","SD","2015",0
"2023F","ABICB","SD","2016",0
"2023F","ABICB","SD","2017",0
"2023F","ABICB","SD","2018",0
"2023F","ABICB","SD","2019",0
"2023F","ABICB","SD","2020",0
"2023F","ABICB","SD","2021",0
"2023F","ABICB","SD","2022",0
"2023F","ABICB","SD","2023",0
"2023F","ABICB","TN","1960",0
"2023F","ABICB","TN","1961",0
"2023F","ABICB","TN","1962",0
"2023F","ABICB","TN","1963",0
"2023F","ABICB","TN","1964",0
"2023F","ABICB","TN","1965",0
"2023F","ABICB","TN","1966",0
"2023F","ABICB","TN","1967",0
"2023F","ABICB","TN","1968",0
"2023F","ABICB","TN","1969",0
"2023F","ABICB","TN","1970",0
"2023F","ABICB","TN","1971",0
"2023F","ABICB","TN","1972",0
"2023F","ABICB","TN","1973",0
"2023F","ABICB","TN","1974",0
"2023F","ABICB","TN","1975",0
"2023F","ABICB","TN","1976",0
"2023F","ABICB","TN","1977",0
"2023F","ABICB","TN","1978",0
"2023F","ABICB","TN","1979",0
"2023F","ABICB","TN","1980",0
"2023F","ABICB","TN","1981",16
"2023F","ABICB","TN","1982",16
"2023F","ABICB","TN","1983",3
"2023F","ABICB","TN","1984",0
"2023F","ABICB","TN","1985",16
"2023F","ABICB","TN","1986",2
"2023F","ABICB","TN","1987",0
"2023F","ABICB","TN","1988",-4
"2023F","ABICB","TN","1989",0
"2023F","ABICB","TN","1990",1
"2023F","ABICB","TN","1991",0
"2023F","ABICB","TN","1992",1
"2023F","ABICB","TN","1993",1
"2023F","ABICB","TN","1994",36
"2023F","ABICB","TN","1995",31
"2023F","ABICB","TN","1996",48
"2023F","ABICB","TN","1997",61
"2023F","ABICB","TN","1998",35
"2023F","ABICB","TN","1999",63
"2023F","ABICB","TN","2000",40
"2023F","ABICB","TN","2001",67
"2023F","ABICB","TN","2002",82
"2023F","ABICB","TN","2003",80
"2023F","ABICB","TN","2004",112
"2023F","ABICB","TN","2005",91
"2023F","ABICB","TN","2006",7
"2023F","ABICB","TN","2007",19
"2023F","ABICB","TN","2008",1
"2023F","ABICB","TN","2009",-8
"2023F","ABICB","TN","2010",-3
"2023F","ABICB","TN","2011",0
"2023F","ABICB","TN","2012",0
"2023F","ABICB","TN","2013",-4
"2023F","ABICB","TN","2014",-1
"2023F","ABICB","TN","2015",-4
"2023F","ABICB","TN","2016",-3
"2023F","ABICB","TN","2017",-2
"2023F","ABICB","TN","2018",-15
"2023F","ABICB","TN","2019",-11
"2023F","ABICB","TN","2020",-8
"2023F","ABICB","TN","2021",-8
"2023F","ABICB","TN","2022",-6
"2023F","ABICB","TN","2023",-6
"2023F","ABICB","TX","1960",0
"2023F","ABICB","TX","1961",0
"2023F","ABICB","TX","1962",0
"2023F","ABICB","TX","1963",0
"2023F","ABICB","TX","1964",0
"2023F","ABICB","TX","1965",0
"2023F","ABICB","TX","1966",0
"2023F","ABICB","TX","1967",0
"2023F","ABICB","TX","1968",0
"2023F","ABICB","TX","1969",0
"2023F","ABICB","TX","1970",0
"2023F","ABICB","TX","1971",0
"2023F","ABICB","TX","1972",0
"2023F","ABICB","TX","1973",0
"2023F","ABICB","TX","1974",0
"2023F","ABICB","TX","1975",0
"2023F","ABICB","TX","1976",0
"2023F","ABICB","TX","1977",0
"2023F","ABICB","TX","1978",0
"2023F","ABICB","TX","1979",0
"2023F","ABICB","TX","1980",0
"2023F","ABICB","TX","1981",1387
"2023F","ABICB","TX","1982",1329
"2023F","ABICB","TX","1983",196
"2023F","ABICB","TX","1984",24
"2023F","ABICB","TX","1985",1050
"2023F","ABICB","TX","1986",145
"2023F","ABICB","TX","1987",12
"2023F","ABICB","TX","1988",-278
"2023F","ABICB","TX","1989",27
"2023F","ABICB","TX","1990",61
"2023F","ABICB","TX","1991",-21
"2023F","ABICB","TX","1992",40
"2023F","ABICB","TX","1993",37
"2023F","ABICB","TX","1994",1582
"2023F","ABICB","TX","1995",1373
"2023F","ABICB","TX","1996",1805
"2023F","ABICB","TX","1997",2363
"2023F","ABICB","TX","1998",1036
"2023F","ABICB","TX","1999",1665
"2023F","ABICB","TX","2000",997
"2023F","ABICB","TX","2001",1614
"2023F","ABICB","TX","2002",1974
"2023F","ABICB","TX","2003",1992
"2023F","ABICB","TX","2004",2889
"2023F","ABICB","TX","2005",2150
"2023F","ABICB","TX","2006",164
"2023F","ABICB","TX","2007",466
"2023F","ABICB","TX","2008",26
"2023F","ABICB","TX","2009",-220
"2023F","ABICB","TX","2010",-67
"2023F","ABICB","TX","2011",3
"2023F","ABICB","TX","2012",-1
"2023F","ABICB","TX","2013",-110
"2023F","ABICB","TX","2014",-41
"2023F","ABICB","TX","2015",-104
"2023F","ABICB","TX","2016",-89
"2023F","ABICB","TX","2017",-59
"2023F","ABICB","TX","2018",-478
"2023F","ABICB","TX","2019",-371
"2023F","ABICB","TX","2020",-254
"2023F","ABICB","TX","2021",-276
"2023F","ABICB","TX","2022",-220
"2023F","ABICB","TX","2023",-221
"2023F","ABICB","US","1960",0
"2023F","ABICB","US","1961",0
"2023F","ABICB","US","1962",0
"2023F","ABICB","US","1963",0
"2023F","ABICB","US","1964",0
"2023F","ABICB","US","1965",0
"2023F","ABICB","US","1966",0
"2023F","ABICB","US","1967",0
"2023F","ABICB","US","1968",0
"2023F","ABICB","US","1969",0
"2023F","ABICB","US","1970",0
"2023F","ABICB","US","1971",0
"2023F","ABICB","US","1972",0
"2023F","ABICB","US","1973",0
"2023F","ABICB","US","1974",0
"2023F","ABICB","US","1975",0
"2023F","ABICB","US","1976",0
"2023F","ABICB","US","1977",0
"2023F","ABICB","US","1978",0
"2023F","ABICB","US","1979",0
"2023F","ABICB","US","1980",0
"2023F","ABICB","US","1981",5169
"2023F","ABICB","US","1982",4937
"2023F","ABICB","US","1983",712
"2023F","ABICB","US","1984",86
"2023F","ABICB","US","1985",3867
"2023F","ABICB","US","1986",545
"2023F","ABICB","US","1987",45
"2023F","ABICB","US","1988",-1070
"2023F","ABICB","US","1989",106
"2023F","ABICB","US","1990",237
"2023F","ABICB","US","1991",-81
"2023F","ABICB","US","1992",156
"2023F","ABICB","US","1993",146
"2023F","ABICB","US","1994",6098
"2023F","ABICB","US","1995",5290
"2023F","ABICB","US","1996",6951
"2023F","ABICB","US","1997",9056
"2023F","ABICB","US","1998",4003
"2023F","ABICB","US","1999",6396
"2023F","ABICB","US","2000",3816
"2023F","ABICB","US","2001",6073
"2023F","ABICB","US","2002",7516
"2023F","ABICB","US","2003",7471
"2023F","ABICB","US","2004",10616
"2023F","ABICB","US","2005",8324
"2023F","ABICB","US","2006",641
"2023F","ABICB","US","2007",1782
"2023F","ABICB","US","2008",96
"2023F","ABICB","US","2009",-793
"2023F","ABICB","US","2010",-242
"2023F","ABICB","US","2011",10
"2023F","ABICB","US","2012",-5
"2023F","ABICB","US","2013",-379
"2023F","ABICB","US","2014",-141
"2023F","ABICB","US","2015",-348
"2023F","ABICB","US","2016",-293
"2023F","ABICB","US","2017",-192
"2023F","ABICB","US","2018",-1555
"2023F","ABICB","US","2019",-1191
"2023F","ABICB","US","2020",-787
"2023F","ABICB","US","2021",-833
"2023F","ABICB","US","2022",-661
"2023F","ABICB","US","2023",-646
"2023F","ABICB","UT","1960",0
"2023F","ABICB","UT","1961",0
"2023F","ABICB","UT","1962",0
"2023F","ABICB","UT","1963",0
"2023F","ABICB","UT","1964",0
"2023F","ABICB","UT","1965",0
"2023F","ABICB","UT","1966",0
"2023F","ABICB","UT","1967",0
"2023F","ABICB","UT","1968",0
"2023F","ABICB","UT","1969",0
"2023F","ABICB","UT","1970",0
"2023F","ABICB","UT","1971",0
"2023F","ABICB","UT","1972",0
"2023F","ABICB","UT","1973",0
"2023F","ABICB","UT","1974",0
"2023F","ABICB","UT","1975",0
"2023F","ABICB","UT","1976",0
"2023F","ABICB","UT","1977",0
"2023F","ABICB","UT","1978",0
"2023F","ABICB","UT","1979",0
"2023F","ABICB","UT","1980",0
"2023F","ABICB","UT","1981",52
"2023F","ABICB","UT","1982",51
"2023F","ABICB","UT","1983",7
"2023F","ABICB","UT","1984",1
"2023F","ABICB","UT","1985",41
"2023F","ABICB","UT","1986",6
"2023F","ABICB","UT","1987",0
"2023F","ABICB","UT","1988",-11
"2023F","ABICB","UT","1989",1
"2023F","ABICB","UT","1990",2
"2023F","ABICB","UT","1991",-1
"2023F","ABICB","UT","1992",2
"2023F","ABICB","UT","1993",2
"2023F","ABICB","UT","1994",61
"2023F","ABICB","UT","1995",53
"2023F","ABICB","UT","1996",73
"2023F","ABICB","UT","1997",92
"2023F","ABICB","UT","1998",39
"2023F","ABICB","UT","1999",60
"2023F","ABICB","UT","2000",36
"2023F","ABICB","UT","2001",59
"2023F","ABICB","UT","2002",74
"2023F","ABICB","UT","2003",72
"2023F","ABICB","UT","2004",104
"2023F","ABICB","UT","2005",85
"2023F","ABICB","UT","2006",6
"2023F","ABICB","UT","2007",17
"2023F","ABICB","UT","2008",1
"2023F","ABICB","UT","2009",-7
"2023F","ABICB","UT","2010",-2
"2023F","ABICB","UT","2011",0
"2023F","ABICB","UT","2012",0
"2023F","ABICB","UT","2013",-4
"2023F","ABICB","UT","2014",-1
"2023F","ABICB","UT","2015",-3
"2023F","ABICB","UT","2016",-3
"2023F","ABICB","UT","2017",-2
"2023F","ABICB","UT","2018",-17
"2023F","ABICB","UT","2019",-13
"2023F","ABICB","UT","2020",-9
"2023F","ABICB","UT","2021",-10
"2023F","ABICB","UT","2022",-8
"2023F","ABICB","UT","2023",-7
"2023F","ABICB","VA","1960",0
"2023F","ABICB","VA","1961",0
"2023F","ABICB","VA","1962",0
"2023F","ABICB","VA","1963",0
"2023F","ABICB","VA","1964",0
"2023F","ABICB","VA","1965",0
"2023F","ABICB","VA","1966",0
"2023F","ABICB","VA","1967",0
"2023F","ABICB","VA","1968",0
"2023F","ABICB","VA","1969",0
"2023F","ABICB","VA","1970",0
"2023F","ABICB","VA","1971",0
"2023F","ABICB","VA","1972",0
"2023F","ABICB","VA","1973",0
"2023F","ABICB","VA","1974",0
"2023F","ABICB","VA","1975",0
"2023F","ABICB","VA","1976",0
"2023F","ABICB","VA","1977",0
"2023F","ABICB","VA","1978",0
"2023F","ABICB","VA","1979",0
"2023F","ABICB","VA","1980",0
"2023F","ABICB","VA","1981",17
"2023F","ABICB","VA","1982",17
"2023F","ABICB","VA","1983",2
"2023F","ABICB","VA","1984",0
"2023F","ABICB","VA","1985",14
"2023F","ABICB","VA","1986",2
"2023F","ABICB","VA","1987",0
"2023F","ABICB","VA","1988",-4
"2023F","ABICB","VA","1989",0
"2023F","ABICB","VA","1990",1
"2023F","ABICB","VA","1991",0
"2023F","ABICB","VA","1992",1
"2023F","ABICB","VA","1993",1
"2023F","ABICB","VA","1994",21
"2023F","ABICB","VA","1995",20
"2023F","ABICB","VA","1996",26
"2023F","ABICB","VA","1997",33
"2023F","ABICB","VA","1998",15
"2023F","ABICB","VA","1999",23
"2023F","ABICB","VA","2000",14
"2023F","ABICB","VA","2001",22
"2023F","ABICB","VA","2002",27
"2023F","ABICB","VA","2003",26
"2023F","ABICB","VA","2004",37
"2023F","ABICB","VA","2005",0
"2023F","ABICB","VA","2006",2
"2023F","ABICB","VA","2007",7
"2023F","ABICB","VA","2008",0
"2023F","ABICB","VA","2009",-3
"2023F","ABICB","VA","2010",0
"2023F","ABICB","VA","2011",0
"2023F","ABICB","VA","2012",0
"2023F","ABICB","VA","2013",0
"2023F","ABICB","VA","2014",0
"2023F","ABICB","VA","2015",0
"2023F","ABICB","VA","2016",0
"2023F","ABICB","VA","2017",0
"2023F","ABICB","VA","2018",0
"2023F","ABICB","VA","2019",0
"2023F","ABICB","VA","2020",0
"2023F","ABICB","VA","2021",0
"2023F","ABICB","VA","2022",0
"2023F","ABICB","VA","2023",0
"2023F","ABICB","VT","1960",0
"2023F","ABICB","VT","1961",0
"2023F","ABICB","VT","1962",0
"2023F","ABICB","VT","1963",0
"2023F","ABICB","VT","1964",0
"2023F","ABICB","VT","1965",0
"2023F","ABICB","VT","1966",0
"2023F","ABICB","VT","1967",0
"2023F","ABICB","VT","1968",0
"2023F","ABICB","VT","1969",0
"2023F","ABICB","VT","1970",0
"2023F","ABICB","VT","1971",0
"2023F","ABICB","VT","1972",0
"2023F","ABICB","VT","1973",0
"2023F","ABICB","VT","1974",0
"2023F","ABICB","VT","1975",0
"2023F","ABICB","VT","1976",0
"2023F","ABICB","VT","1977",0
"2023F","ABICB","VT","1978",0
"2023F","ABICB","VT","1979",0
"2023F","ABICB","VT","1980",0
"2023F","ABICB","VT","1981",0
"2023F","ABICB","VT","1982",0
"2023F","ABICB","VT","1983",0
"2023F","ABICB","VT","1984",0
"2023F","ABICB","VT","1985",0
"2023F","ABICB","VT","1986",0
"2023F","ABICB","VT","1987",0
"2023F","ABICB","VT","1988",0
"2023F","ABICB","VT","1989",0
"2023F","ABICB","VT","1990",0
"2023F","ABICB","VT","1991",0
"2023F","ABICB","VT","1992",0
"2023F","ABICB","VT","1993",0
"2023F","ABICB","VT","1994",0
"2023F","ABICB","VT","1995",0
"2023F","ABICB","VT","1996",0
"2023F","ABICB","VT","1997",0
"2023F","ABICB","VT","1998",0
"2023F","ABICB","VT","1999",0
"2023F","ABICB","VT","2000",0
"2023F","ABICB","VT","2001",0
"2023F","ABICB","VT","2002",0
"2023F","ABICB","VT","2003",0
"2023F","ABICB","VT","2004",0
"2023F","ABICB","VT","2005",0
"2023F","ABICB","VT","2006",0
"2023F","ABICB","VT","2007",0
"2023F","ABICB","VT","2008",0
"2023F","ABICB","VT","2009",0
"2023F","ABICB","VT","2010",0
"2023F","ABICB","VT","2011",0
"2023F","ABICB","VT","2012",0
"2023F","ABICB","VT","2013",0
"2023F","ABICB","VT","2014",0
"2023F","ABICB","VT","2015",0
"2023F","ABICB","VT","2016",0
"2023F","ABICB","VT","2017",0
"2023F","ABICB","VT","2018",0
"2023F","ABICB","VT","2019",0
"2023F","ABICB","VT","2020",0
"2023F","ABICB","VT","2021",0
"2023F","ABICB","VT","2022",0
"2023F","ABICB","VT","2023",0
